,Fold selected features,Fold #features
Fold_0,"['CD8_T_cells_FoxP3+_stromal_area', 'CD4_T_cells_HLA-DR+_glandfront_area', 'CD4_T_cells_HLA-DR+_stromal_area', 'CD8_T_cells_HLA-DR+_glandfront_area', 'CD4_T_cells_CD80_CD86+_glandfront_area', 'CD4_T_cells_CD80_CD86+_stromal_area', 'CD8_T_cells_CD80_CD86+_stromal_area', 'CD8_T_cells_CD11b+_glandfront_area', 'Stroma_fibroblast_stromal_area', 'NK_cells_CD56brCD16-_stromal_area', 'NK_cells_CD56brCD16-NKG2AhiTIM3hi_stromal_area', 'Macrophages_M1-like_glandfront_area', 'Macrophages_M1-like_stromal_area', 'Macrophages_M2-like_glandfront_area', 'Macrophages_M2-like_stromal_area', 'Macrophages_M1_M2_glandfront_area', 'Macrophages_M1_M2_stromal_area', 'Macrophages_MDSC_stromal_area', 'Dendritic_Cells_CD33+_intragland_area', 'Dendritic_Cells_CD33+_stromal_area', 'Dendritic_Cells_CD209CD86dp_stromal_area', 'Dendritic_Cells_CD209CD33dp_glandfront_area', 'Neutrophils_stromal_area', 'aSMA-br_mesenchymal_stromal_area', 'aSMA-br_vascular_endothelium_glandfront_area', 'aSMA-br_vascular_endothelium_stromal_area', 'Gland_mesenchymal_stromal_area', 'Gland_fibroblast_intragland_area', 'Gland_vascular_endothelium_glandfront_area', 'NA_glandfront_area', 'NA_stromal_area', 'CD4_T_cells_FoxP3+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_stromal_eccentricity', 'CD8_T_cells_FoxP3+_glandfront_eccentricity', 'CD8_T_cells_FoxP3+_stromal_eccentricity', 'CD4_T_cells_HLA-DR+_stromal_eccentricity', 'CD8_T_cells_HLA-DR+_glandfront_eccentricity', 'CD8_T_cells_HLA-DR+_stromal_eccentricity', 'CD8_T_cells_CD80_CD86+_glandfront_eccentricity', 'CD8_T_cells_CD11b+_glandfront_eccentricity', 'CD8_T_cells_CD11b+_stromal_eccentricity', 'NK_cells_CD56dimCD16+_glandfront_eccentricity', 'NK_cells_CD56dimCD16+_stromal_eccentricity', 'NK_cells_CD56brCD16-TIM3hi_glandfront_eccentricity', 'Dendritic_Cells_CD209CD86dp_glandfront_eccentricity', 'Gland_mesenchymal_intragland_eccentricity', 'Gland_fibroblast_intragland_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance', 'CD4_T_cells_CD80_CD86+_glandfront_celldistance', 'CD8_T_cells_CD80_CD86+_glandfront_celldistance', 'NK_cells_CD56dimCD16+_glandfront_celldistance', 'NK_cells_CD56brCD16-TIM3hi_glandfront_celldistance', 'Macrophages_M1_M2_glandfront_celldistance', 'Macrophages_MDSC_glandfront_celldistance', 'Dendritic_Cells_CD209CD86dp_glandfront_celldistance', 'Dendritic_Cells_CD209CD33dp_glandfront_celldistance', 'Dendritic_Cells_CD86CD33dp_glandfront_celldistance', 'Neutrophils_glandfront_celldistance', 'NKT_glandfront_celldistance', 'aSMA-br_fibroblast_glandfront_celldistance', 'aSMA-br_mesenchymal_glandfront_celldistance', 'aSMA-br_vascular_endothelium_glandfront_celldistance', 'NA_glandfront_celldistance']",63
Fold_1,"['CD4_T_cells_CD80_CD86+_stromal_area', 'Macrophages_M1_M2_stromal_area', 'Neutrophils_stromal_area', 'CD8_T_cells_HLA-DR+_glandfront_eccentricity', 'NK_cells_CD56brCD16-TIM3hi_glandfront_eccentricity']",5
Fold_2,"['CD4_T_cells_HLA-DR+_glandfront_area', 'CD8_T_cells_HLA-DR+_glandfront_area', 'CD4_T_cells_CD80_CD86+_stromal_area', 'CD4_T_cells_CD11b+_stromal_area', 'Stroma_vascular_endothelium_glandfront_area', 'Stroma_fibroblast_glandfront_area', 'Stroma_fibroblast_stromal_area', 'NK_cells_CD56brCD16-_stromal_area', 'NK_cells_CD56brCD16-NKG2AhiTIM3hi_stromal_area', 'NK_cells_CD56brCD16-TIM3hi_glandfront_area', 'Macrophages_M1-like_glandfront_area', 'Macrophages_M1-like_stromal_area', 'Macrophages_M2-like_glandfront_area', 'Macrophages_M1_M2_glandfront_area', 'Macrophages_M1_M2_stromal_area', 'Macrophages_MDSC_stromal_area', 'Dendritic_Cells_CD86+_glandfront_area', 'Dendritic_Cells_CD33+_glandfront_area', 'Dendritic_Cells_CD33+_stromal_area', 'Dendritic_Cells_CD209CD33dp_glandfront_area', 'Dendritic_Cells_CD86CD33dp_stromal_area', 'Neutrophils_glandfront_area', 'Neutrophils_stromal_area', 'aSMA-br_mesenchymal_stromal_area', 'Gland_mesenchymal_stromal_area', 'Gland_fibroblast_intragland_area', 'Gland_vascular_endothelium_glandfront_area', 'NA_glandfront_area', 'NA_stromal_area', 'CD4_T_cells_FoxP3+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_stromal_eccentricity', 'CD8_T_cells_FoxP3+_glandfront_eccentricity', 'CD4_T_cells_HLA-DR+_glandfront_eccentricity', 'CD8_T_cells_HLA-DR+_glandfront_eccentricity', 'CD8_T_cells_HLA-DR+_stromal_eccentricity', 'CD4_T_cells_CD80_CD86+_glandfront_eccentricity', 'CD8_T_cells_CD80_CD86+_glandfront_eccentricity', 'CD4_T_cells_CD11b+_stromal_eccentricity', 'CD8_T_cells_CD11b+_stromal_eccentricity', 'NK_cells_CD56dimCD16+_glandfront_eccentricity', 'NK_cells_CD56dimCD16+_stromal_eccentricity', 'Macrophages_MDSC_glandfront_eccentricity', 'Dendritic_Cells_CD86+_stromal_eccentricity', 'Dendritic_Cells_CD33+_stromal_eccentricity', 'Dendritic_Cells_CD209CD33dp_glandfront_eccentricity', 'Neutrophils_glandfront_eccentricity', 'NKT_glandfront_eccentricity', 'Gland_mesenchymal_intragland_eccentricity', 'Gland_fibroblast_intragland_eccentricity', 'Gland_fibroblast_stromal_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance', 'CD4_T_cells_HLA-DR+_glandfront_celldistance', 'CD8_T_cells_HLA-DR+_glandfront_celldistance', 'CD4_T_cells_CD80_CD86+_glandfront_celldistance', 'NK_cells_CD56dimCD16+_glandfront_celldistance', 'NK_cells_CD56brCD16-TIM3hi_glandfront_celldistance', 'NK_cells_CD56dimCD16+CD9hi_glandfront_celldistance', 'NK_cells_CD56brCD16-CD9hi_glandfront_celldistance', 'Macrophages_M1_M2_glandfront_celldistance', 'Macrophages_MDSC_glandfront_celldistance', 'Dendritic_Cells_CD209CD86dp_glandfront_celldistance', 'Dendritic_Cells_CD86CD33dp_glandfront_celldistance', 'aSMA-br_fibroblast_glandfront_celldistance', 'aSMA-br_mesenchymal_glandfront_celldistance', 'Gland_mesenchymal_glandfront_celldistance', 'NA_glandfront_celldistance']",66
Fold_3,"['CD4_T_cells_HLA-DR+_glandfront_area', 'CD8_T_cells_HLA-DR+_glandfront_area', 'CD4_T_cells_CD80_CD86+_stromal_area', 'CD8_T_cells_CD11b+_glandfront_area', 'Stroma_vascular_endothelium_glandfront_area', 'Macrophages_M1-like_glandfront_area', 'Macrophages_M1-like_stromal_area', 'Macrophages_M1_M2_glandfront_area', 'Macrophages_M1_M2_stromal_area', 'Neutrophils_glandfront_area', 'Neutrophils_stromal_area', 'Gland_mesenchymal_stromal_area', 'Gland_fibroblast_intragland_area', 'NA_stromal_area', 'CD4_T_cells_FoxP3+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_stromal_eccentricity', 'CD8_T_cells_HLA-DR+_glandfront_eccentricity', 'CD8_T_cells_CD80_CD86+_glandfront_eccentricity', 'CD8_T_cells_CD11b+_stromal_eccentricity', 'Dendritic_Cells_CD86+_stromal_eccentricity', 'Dendritic_Cells_CD33+_stromal_eccentricity', 'Dendritic_Cells_CD209CD86dp_glandfront_eccentricity', 'Neutrophils_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance', 'CD4_T_cells_CD80_CD86+_glandfront_celldistance', 'NK_cells_CD56dimCD16+_glandfront_celldistance', 'NK_cells_CD56brCD16-TIM3hi_glandfront_celldistance', 'Dendritic_Cells_CD209CD86dp_glandfront_celldistance', 'Dendritic_Cells_CD86CD33dp_glandfront_celldistance', 'NA_glandfront_celldistance']",30
Fold_4,"['CD4_T_cells_CD80_CD86+_stromal_area', 'CD4_T_cells_FoxP3+_stromal_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance']",3
Fold_5,"['CD8_T_cells_HLA-DR+_glandfront_area', 'CD4_T_cells_CD80_CD86+_stromal_area', 'CD8_T_cells_CD11b+_glandfront_area', 'CD4_T_cells_FoxP3+_stromal_eccentricity', 'CD8_T_cells_HLA-DR+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance']",6
Fold_6,"['CD8_T_cells_HLA-DR+_glandfront_area', 'CD4_T_cells_CD80_CD86+_stromal_area', 'CD8_T_cells_CD11b+_glandfront_area', 'Stroma_fibroblast_glandfront_area', 'Stroma_fibroblast_stromal_area', 'Macrophages_M1-like_glandfront_area', 'Macrophages_M1-like_stromal_area', 'Macrophages_M2-like_glandfront_area', 'Macrophages_M1_M2_stromal_area', 'Dendritic_Cells_CD86+_intragland_area', 'Neutrophils_glandfront_area', 'aSMA-br_mesenchymal_stromal_area', 'Gland_vascular_endothelium_glandfront_area', 'NA_stromal_area', 'CD4_T_cells_FoxP3+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_stromal_eccentricity', 'CD8_T_cells_FoxP3+_stromal_eccentricity', 'CD4_T_cells_HLA-DR+_stromal_eccentricity', 'CD8_T_cells_HLA-DR+_glandfront_eccentricity', 'CD8_T_cells_CD80_CD86+_glandfront_eccentricity', 'CD8_T_cells_CD11b+_glandfront_eccentricity', 'NK_cells_CD56dimCD16+_stromal_eccentricity', 'NK_cells_CD56dimCD16+CD9hi_intragland_eccentricity', 'Dendritic_Cells_CD33+_intragland_eccentricity', 'Dendritic_Cells_CD33+_stromal_eccentricity', 'Neutrophils_glandfront_eccentricity', 'Gland_mesenchymal_stromal_eccentricity', 'Gland_vascular_endothelium_stromal_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance', 'NK_cells_CD56brCD16-TIM3hi_glandfront_celldistance', 'NK_cells_CD56dimCD16+CD9hi_glandfront_celldistance', 'Dendritic_Cells_CD209CD86dp_glandfront_celldistance', 'aSMA-br_vascular_endothelium_glandfront_celldistance']",33
Fold_7,"['CD4_T_cells_CD80_CD86+_stromal_area', 'Macrophages_M1_M2_stromal_area']",2
Fold_8,"['CD4_T_cells_CD80_CD86+_stromal_area', 'Macrophages_M1_M2_stromal_area', 'CD4_T_cells_FoxP3+_stromal_eccentricity', 'CD8_T_cells_HLA-DR+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance']",5
Fold_9,"['CD4_T_cells_FoxP3+_stromal_area', 'CD8_T_cells_FoxP3+_glandfront_area', 'CD8_T_cells_HLA-DR+_glandfront_area', 'CD4_T_cells_CD80_CD86+_stromal_area', 'CD4_T_cells_CD11b+_glandfront_area', 'CD4_T_cells_CD11b+_stromal_area', 'Stroma_vascular_endothelium_glandfront_area', 'NK_cells_CD56brCD16-NKG2AhiTIM3hi_stromal_area', 'NK_cells_CD56brCD16-TIM3hi_glandfront_area', 'Macrophages_M1-like_glandfront_area', 'Macrophages_M1-like_stromal_area', 'Macrophages_M1_M2_glandfront_area', 'Macrophages_M1_M2_stromal_area', 'Macrophages_MDSC_glandfront_area', 'Dendritic_Cells_CD209CD33dp_glandfront_area', 'Neutrophils_glandfront_area', 'Neutrophils_stromal_area', 'aSMA-br_mesenchymal_stromal_area', 'Gland_mesenchymal_stromal_area', 'Gland_vascular_endothelium_glandfront_area', 'Gland_vascular_endothelium_stromal_area', 'CD4_T_cells_FoxP3+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_stromal_eccentricity', 'CD8_T_cells_HLA-DR+_glandfront_eccentricity', 'CD4_T_cells_CD80_CD86+_glandfront_eccentricity', 'CD8_T_cells_CD80_CD86+_glandfront_eccentricity', 'CD4_T_cells_CD11b+_glandfront_eccentricity', 'CD4_T_cells_CD11b+_stromal_eccentricity', 'NK_cells_CD56dimCD16+_stromal_eccentricity', 'Macrophages_M1_M2_stromal_eccentricity', 'Dendritic_Cells_CD86+_glandfront_eccentricity', 'Dendritic_Cells_CD209CD86dp_glandfront_eccentricity', 'Dendritic_Cells_CD209CD33dp_stromal_eccentricity', 'Neutrophils_glandfront_eccentricity', 'Gland_fibroblast_intragland_eccentricity', 'Gland_vascular_endothelium_stromal_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance', 'CD8_T_cells_FoxP3+_glandfront_celldistance', 'CD4_T_cells_CD80_CD86+_glandfront_celldistance', 'CD4_T_cells_CD11b+_glandfront_celldistance', 'CD8_T_cells_CD11b+_glandfront_celldistance', 'Stroma_vascular_endothelium_glandfront_celldistance', 'NK_cells_CD56brCD16-_glandfront_celldistance', 'NK_cells_CD56dimCD16+_glandfront_celldistance', 'NK_cells_CD56brCD16-TIM3hi_glandfront_celldistance', 'NK_cells_CD56brCD16-CD9hi_glandfront_celldistance', 'Macrophages_M1_M2_glandfront_celldistance', 'Dendritic_Cells_CD33+_glandfront_celldistance', 'Dendritic_Cells_CD209CD86dp_glandfront_celldistance', 'Gland_mesenchymal_glandfront_celldistance']",50
