,Fold selected features,Fold nb of features
Fold 0,['Macrophages_M1_M2_stromal_GranzymeB'],1
Fold 1,[],0
Fold 2,[],0
Fold 3,[],0
Fold 4,[],0
Fold 5,"['Gland_mesenchymal_stromal_Ki67', 'NA_glandfront_Ki67']",2
Fold 6,[],0
Fold 7,['NA_glandfront_Ki67'],1
Fold 8,"['Macrophages_M1_M2_stromal_GranzymeB', 'NA_glandfront_Ki67']",2
Fold 9,['NA_glandfront_Ki67'],1
Fold 10,[],0
Fold 11,[],0
Fold 12,[],0
Fold 13,[],0
Fold 14,"['Macrophages_M1_M2_stromal_HLA-DR', 'Gland_fibroblast_intragland_VEGF']",2
Fold 15,['NKT_glandfront_Ki67'],1
Fold 16,[],0
Fold 17,[],0
Fold 18,[],0
Fold 19,[],0
Fold 20,[],0
Fold 21,[],0
Fold 22,[],0
Fold 23,[],0
Fold 24,[],0
Fold 25,"['NK_cells_CD56brCD16-_stromal_HLA-DR', 'Macrophages_M1_M2_stromal_GranzymeB']",2
Fold 26,[],0
Fold 27,[],0
Fold 28,[],0
Fold 29,"['Macrophages_M1_M2_stromal_GranzymeB', 'NA_glandfront_Ki67']",2
Fold 30,['NA_glandfront_Ki67'],1
Fold 31,[],0
Fold 32,"['NK_cells_CD56brCD16-TIM3hi_glandfront_pP38', 'NA_glandfront_Ki67']",2
Fold 33,[],0
Fold 34,"['NK_cells_CD56brCD16-TIM3hi_glandfront_pP38', 'NKT_glandfront_Ki67']",2
Fold 35,[],0
Fold 36,[],0
Fold 37,[],0
Fold 38,"['Macrophages_M1_M2_stromal_GranzymeB', 'Gland_mesenchymal_stromal_Ki67']",2
Fold 39,['NA_glandfront_Ki67'],1
Fold 40,"['NKT_glandfront_Ki67', 'NA_glandfront_Ki67']",2
Fold 41,[],0
Fold 42,[],0
Fold 43,[],0
Fold 44,"['Macrophages_M1_M2_stromal_GranzymeB', 'NA_glandfront_Ki67']",2
Fold 45,"['NKT_glandfront_Ki67', 'Gland_fibroblast_intragland_VEGF']",2
Fold 46,['NKT_glandfront_Ki67'],1
Fold 47,['NKT_glandfront_Ki67'],1
Fold 48,[],0
Fold 49,[],0
Fold 50,[],0
Fold 51,[],0
Fold 52,[],0
Fold 53,['NA_glandfront_Ki67'],1
Fold 54,['NKT_glandfront_Ki67'],1
Fold 55,[],0
Fold 56,[],0
Fold 57,[],0
Fold 58,[],0
Fold 59,[],0
Fold 60,[],0
Fold 61,['NKT_glandfront_Ki67'],1
Fold 62,[],0
Fold 63,"['NKT_glandfront_Ki67', 'Gland_fibroblast_intragland_VEGF']",2
Fold 64,[],0
Fold 65,[],0
Fold 66,[],0
Fold 67,[],0
Fold 68,[],0
Fold 69,"['NKT_glandfront_Ki67', 'NA_glandfront_Ki67']",2
Fold 70,[],0
Fold 71,"['CD4_T_cells_CD80_CD86+_stromal_GranzymeB', 'Macrophages_M1_M2_stromal_GranzymeB']",2
Fold 72,[],0
Fold 73,[],0
Fold 74,['Stroma_vascular_endothelium_glandfront_Ki67'],1
Fold 75,['NA_glandfront_Ki67'],1
Fold 76,['Gland_fibroblast_intragland_VEGF'],1
Fold 77,[],0
Fold 78,['Macrophages_M1_M2_stromal_GranzymeB'],1
Fold 79,['NKT_glandfront_Ki67'],1
Fold 80,['NKT_glandfront_Ki67'],1
Fold 81,['NA_glandfront_Ki67'],1
Fold 82,[],0
Fold 83,[],0
Fold 84,['NKT_glandfront_Ki67'],1
Fold 85,['NA_glandfront_Ki67'],1
Fold 86,"['NKT_glandfront_Ki67', 'NA_glandfront_Ki67']",2
Fold 87,[],0
Fold 88,[],0
Fold 89,[],0
Fold 90,[],0
Fold 91,[],0
Fold 92,['CD4_T_cells_HLA-DR+_stromal_Ki67'],1
Fold 93,[],0
Fold 94,"['NK_cells_CD56brCD16-TIM3hi_glandfront_pP38', 'NKT_glandfront_Ki67', 'NA_glandfront_Ki67']",3
Fold 95,"['Macrophages_M1_M2_stromal_GranzymeB', 'NKT_glandfront_Ki67', 'Gland_fibroblast_intragland_VEGF', 'NA_glandfront_Ki67']",4
Fold 96,[],0
Fold 97,[],0
Fold 98,[],0
Fold 99,[],0
